museum_id;exhibit_id;end_date;visitors_number;name;creation_date;title;category;curator_id;extra_info;specialty_id;curator_specialty
3;3;02/12/2023;2824;Montoya-Yang;24/07/2021;Unit;film;;;;
3;21;04/04/2022;3480;Montoya-Yang;25/03/2020;;;;;;
3;64;13/09/2022;2505;Montoya-Yang;06/12/2020;Red;information;;;;
3;120;04/01/2024;3602;Montoya-Yang;13/03/2021;Follow;democratic;;;;
3;177;30/04/2021;1463;Montoya-Yang;21/04/2021;Second;actually;;;;
3;189;20/08/2022;973;Montoya-Yang;11/11/2020;Toward;station;;;;
3;238;27/02/2023;1087;Montoya-Yang;17/10/2021;;;;;;
3;412;10/01/2023;4144;Montoya-Yang;24/06/2020;Night;third;;;;
3;455;29/04/2021;3117;Montoya-Yang;23/07/2020;Former;public;;;;
3;531;24/10/2024;2073;Montoya-Yang;24/04/2021;Commercial;relate;;;;
3;544;07/05/2023;1389;Montoya-Yang;24/09/2020;He;two;;;;
3;704;29/08/2023;2508;Montoya-Yang;29/02/2020;Mission;thought;;;;
3;718;14/07/2024;3697;Montoya-Yang;23/04/2021;Partner;ball;;;;
3;783;18/02/2023;1744;Montoya-Yang;06/06/2020;;;;;;
3;936;19/12/2021;3525;Montoya-Yang;02/02/2020;;;;;;
4;20;05/04/2022;942;Dunn-Velez;08/02/2020;Road;though;;;;
4;61;15/11/2024;4095;Dunn-Velez;01/10/2020;After;degree;;;;
4;75;25/04/2022;1805;Dunn-Velez;17/02/2020;Surface;throughout;;;;
4;146;27/01/2026;916;Dunn-Velez;06/11/2021;Choose;vote;;;;
4;260;18/06/2022;3626;Dunn-Velez;19/04/2020;Expert;knowledge;;;;
4;294;31/08/2021;1112;Dunn-Velez;01/01/2020;;;;;;
4;316;11/11/2025;2279;Dunn-Velez;19/06/2020;;;;;;
4;397;18/06/2023;954;Dunn-Velez;11/09/2020;;;;;;
4;397;26/08/2023;3636;Dunn-Velez;11/09/2020;;;;;;
4;487;31/01/2023;4181;Dunn-Velez;17/07/2020;Become;heavy;;;;
4;582;17/01/2022;2275;Dunn-Velez;05/08/2020;Adult;mean;;;;
4;616;28/07/2021;3457;Dunn-Velez;02/01/2020;Clear;reveal;;;;
4;659;31/01/2023;2044;Dunn-Velez;20/01/2020;Table;page;;;;
4;664;29/06/2024;3955;Dunn-Velez;01/03/2020;Yes;keep;;;;
4;677;01/08/2022;277;Dunn-Velez;26/08/2021;Bit;again;;;;
4;696;27/04/2025;208;Dunn-Velez;31/08/2020;Fight;into;;;;
4;702;27/09/2021;4947;Dunn-Velez;23/01/2020;He;desCribe;;;;
4;807;05/06/2020;3033;Dunn-Velez;05/06/2020;;;;;;
4;894;04/02/2025;1297;Dunn-Velez;11/09/2020;Scientist;tax;;;;
4;895;01/02/2021;4966;Dunn-Velez;15/01/2020;Eye;husband;;;;
4;918;24/11/2022;1721;Dunn-Velez;16/04/2020;;;;;;
5;159;23/08/2025;867;Murphy;01/11/2021;Help;activity;;;;
5;386;23/05/2021;2359;Murphy;02/08/2020;Test;nothing;;;;
5;535;09/06/2021;4214;Murphy;05/04/2020;Feeling;red;;;;
5;615;16/03/2020;4753;Murphy;16/03/2020;Unit;area;;;;
5;643;30/06/2024;827;Murphy;31/05/2020;Term;example;;;;
5;663;02/08/2023;270;Murphy;16/02/2021;Skin;Mrs;;;;
5;743;11/11/2024;3376;Murphy;21/07/2020;Section;partner;;;;
5;781;01/01/2021;886;Murphy;12/08/2020;Wife;sure;;;;
5;798;01/10/2025;3373;Murphy;11/08/2021;;;;;;
5;852;20/04/2023;2863;Murphy;06/12/2020;;;;;;
5;972;29/07/2022;4566;Murphy;14/02/2020;;;;;;
6;36;17/10/2024;3681;Thomas;29/10/2020;General;body;;;;
6;80;13/12/2023;4333;Thomas;29/03/2020;;;;;;
6;207;24/05/2025;3396;Thomas;24/04/2021;Success;president;;;;
6;208;02/08/2024;1597;Thomas;23/02/2020;;;;;;
6;301;10/05/2022;4309;Thomas;30/11/2020;Image;TV;;;;
6;333;11/10/2021;2974;Thomas;28/01/2020;Over;grow;;;;
6;335;22/06/2024;635;Thomas;03/03/2020;;;;;;
6;399;03/04/2021;3136;Thomas;09/09/2020;Home;difficult;;;;
6;418;13/04/2022;3638;Thomas;03/05/2021;Method;civil;;;;
6;724;28/10/2020;1541;Thomas;21/02/2020;;;;;;
6;750;06/06/2025;251;Thomas;08/05/2020;;;;;;
6;778;23/08/2025;4819;Thomas;09/03/2020;Friend;do;;;;
6;892;15/07/2020;627;Thomas;15/07/2020;;;;;;
6;909;27/11/2020;4210;Thomas;16/07/2020;At;various;;;;
6;960;28/08/2023;1913;Thomas;02/01/2021;Finally;personal;;;;
6;986;15/10/2020;3906;Thomas;10/04/2020;Appear;career;;;;
7;65;01/10/2024;4229;Long Ltd;01/01/2021;Possible;network;72;interesting;101;Arte Contemporânea
7;175;27/05/2024;2036;Long Ltd;22/01/2020;;;72;interesting;101;Arte Contemporânea
7;202;31/03/2021;3932;Long Ltd;20/10/2020;Number;news;72;interesting;101;Arte Contemporânea
7;203;29/05/2020;2133;Long Ltd;29/05/2020;Key;time;72;interesting;101;Arte Contemporânea
7;221;21/10/2022;2703;Long Ltd;05/06/2020;Move;board;72;interesting;101;Arte Contemporânea
7;251;13/01/2020;2120;Long Ltd;13/01/2020;Establish;green;72;interesting;101;Arte Contemporânea
7;257;05/05/2024;1159;Long Ltd;08/01/2020;House;walk;72;interesting;101;Arte Contemporânea
7;281;26/07/2024;4765;Long Ltd;03/02/2020;;;72;interesting;101;Arte Contemporânea
7;429;31/03/2021;1782;Long Ltd;19/01/2020;;;72;interesting;101;Arte Contemporânea
7;456;05/12/2022;4307;Long Ltd;03/03/2020;Save;put;72;interesting;101;Arte Contemporânea
7;477;21/01/2020;2668;Long Ltd;21/01/2020;Citizen;over;72;interesting;101;Arte Contemporânea
7;522;17/06/2025;1653;Long Ltd;30/01/2020;Laugh;else;72;interesting;101;Arte Contemporânea
7;586;22/11/2023;3677;Long Ltd;08/02/2020;;;72;interesting;101;Arte Contemporânea
7;627;20/06/2024;757;Long Ltd;10/06/2020;;;72;interesting;101;Arte Contemporânea
7;658;05/06/2024;4045;Long Ltd;25/06/2021;Decide;job;72;interesting;101;Arte Contemporânea
7;661;26/12/2023;4263;Long Ltd;27/01/2020;Power;cut;72;interesting;101;Arte Contemporânea
7;668;18/12/2023;4120;Long Ltd;17/08/2020;;;72;interesting;101;Arte Contemporânea
7;717;02/07/2023;3744;Long Ltd;05/04/2020;Think;future;72;interesting;101;Arte Contemporânea
7;733;08/01/2025;4909;Long Ltd;29/03/2021;Message;police;72;interesting;101;Arte Contemporânea
7;740;02/10/2020;630;Long Ltd;18/05/2020;Side;ok;72;interesting;101;Arte Contemporânea
7;845;04/08/2023;3799;Long Ltd;23/12/2020;They;herself;72;interesting;101;Arte Contemporânea
7;942;10/01/2020;1804;Long Ltd;10/01/2020;;;72;interesting;101;Arte Contemporânea
8;58;10/02/2020;576;Nguyen Group;10/02/2020;;;43;amount;54;Cultura Urbana
8;58;10/02/2020;576;Nguyen Group;10/02/2020;;;55;truth;101;Arte Contemporânea
8;62;20/05/2020;2264;Nguyen Group;20/05/2020;;;43;amount;54;Cultura Urbana
8;62;20/05/2020;2264;Nguyen Group;20/05/2020;;;55;truth;101;Arte Contemporânea
8;77;02/11/2021;4868;Nguyen Group;29/01/2020;Help;together;43;amount;54;Cultura Urbana
8;77;02/11/2021;4868;Nguyen Group;29/01/2020;Help;together;55;truth;101;Arte Contemporânea
8;184;18/09/2025;4896;Nguyen Group;25/03/2021;;;43;amount;54;Cultura Urbana
8;184;18/09/2025;4896;Nguyen Group;25/03/2021;;;55;truth;101;Arte Contemporânea
8;262;20/01/2026;4733;Nguyen Group;01/01/2020;Kind;pick;43;amount;54;Cultura Urbana
8;262;20/01/2026;4733;Nguyen Group;01/01/2020;Kind;pick;55;truth;101;Arte Contemporânea
8;276;26/01/2021;595;Nguyen Group;08/01/2020;Chair;design;43;amount;54;Cultura Urbana
8;276;26/01/2021;595;Nguyen Group;08/01/2020;Chair;design;55;truth;101;Arte Contemporânea
8;276;16/06/2024;1346;Nguyen Group;08/01/2020;Chair;design;43;amount;54;Cultura Urbana
8;276;16/06/2024;1346;Nguyen Group;08/01/2020;Chair;design;55;truth;101;Arte Contemporânea
8;342;24/05/2023;1245;Nguyen Group;09/09/2020;;;43;amount;54;Cultura Urbana
8;342;24/05/2023;1245;Nguyen Group;09/09/2020;;;55;truth;101;Arte Contemporânea
8;412;21/09/2020;3381;Nguyen Group;24/06/2020;Night;third;43;amount;54;Cultura Urbana
8;412;21/09/2020;3381;Nguyen Group;24/06/2020;Night;third;55;truth;101;Arte Contemporânea
8;424;27/11/2025;1752;Nguyen Group;29/01/2020;Item;usually;43;amount;54;Cultura Urbana
8;424;27/11/2025;1752;Nguyen Group;29/01/2020;Item;usually;55;truth;101;Arte Contemporânea
8;514;22/08/2020;2192;Nguyen Group;22/08/2020;;;43;amount;54;Cultura Urbana
8;514;22/08/2020;2192;Nguyen Group;22/08/2020;;;55;truth;101;Arte Contemporânea
8;535;06/08/2021;2253;Nguyen Group;05/04/2020;Feeling;red;43;amount;54;Cultura Urbana
8;535;06/08/2021;2253;Nguyen Group;05/04/2020;Feeling;red;55;truth;101;Arte Contemporânea
8;669;28/08/2024;2047;Nguyen Group;17/12/2021;;;43;amount;54;Cultura Urbana
8;669;28/08/2024;2047;Nguyen Group;17/12/2021;;;55;truth;101;Arte Contemporânea
8;728;30/11/2022;369;Nguyen Group;30/01/2020;Fine;possible;43;amount;54;Cultura Urbana
8;728;30/11/2022;369;Nguyen Group;30/01/2020;Fine;possible;55;truth;101;Arte Contemporânea
8;828;05/03/2024;376;Nguyen Group;27/01/2021;Above;five;43;amount;54;Cultura Urbana
8;828;05/03/2024;376;Nguyen Group;27/01/2021;Above;five;55;truth;101;Arte Contemporânea
8;886;13/02/2025;1392;Nguyen Group;15/10/2020;Some;street;43;amount;54;Cultura Urbana
8;886;13/02/2025;1392;Nguyen Group;15/10/2020;Some;street;55;truth;101;Arte Contemporânea
8;903;02/08/2023;2467;Nguyen Group;02/05/2020;Admit;create;43;amount;54;Cultura Urbana
8;903;02/08/2023;2467;Nguyen Group;02/05/2020;Admit;create;55;truth;101;Arte Contemporânea
8;905;19/01/2020;3281;Nguyen Group;19/01/2020;Future;build;43;amount;54;Cultura Urbana
8;905;19/01/2020;3281;Nguyen Group;19/01/2020;Future;build;55;truth;101;Arte Contemporânea
8;984;20/04/2024;4980;Nguyen Group;04/01/2020;Treatment;stage;43;amount;54;Cultura Urbana
8;984;20/04/2024;4980;Nguyen Group;04/01/2020;Treatment;stage;55;truth;101;Arte Contemporânea
8;989;01/07/2025;2408;Nguyen Group;07/04/2020;Chair;we;43;amount;54;Cultura Urbana
8;989;01/07/2025;2408;Nguyen Group;07/04/2020;Chair;we;55;truth;101;Arte Contemporânea
8;993;18/07/2021;2050;Nguyen Group;01/11/2020;;;43;amount;54;Cultura Urbana
8;993;18/07/2021;2050;Nguyen Group;01/11/2020;;;55;truth;101;Arte Contemporânea
9;22;11/09/2020;2640;Simon-Atkinson;10/04/2020;;;;;;
9;52;02/12/2023;256;Simon-Atkinson;05/01/2020;;;;;;
9;62;09/02/2024;2852;Simon-Atkinson;20/05/2020;;;;;;
9;118;17/05/2021;2335;Simon-Atkinson;17/05/2021;Ever;which;;;;
9;171;05/08/2025;3783;Simon-Atkinson;06/01/2020;;;;;;
9;205;22/07/2022;4859;Simon-Atkinson;28/06/2020;;;;;;
9;213;07/03/2023;1948;Simon-Atkinson;06/11/2020;Yet;product;;;;
9;268;04/01/2026;1611;Simon-Atkinson;24/05/2021;;;;;;
9;283;05/11/2020;995;Simon-Atkinson;26/03/2020;Nature;rise;;;;
9;295;17/06/2022;2557;Simon-Atkinson;13/12/2020;;;;;;
9;310;27/09/2021;1278;Simon-Atkinson;03/10/2020;;;;;;
9;559;24/03/2021;2599;Simon-Atkinson;16/01/2020;Where;interview;;;;
9;576;20/05/2020;2381;Simon-Atkinson;20/05/2020;Article;surface;;;;
9;624;14/12/2022;2574;Simon-Atkinson;26/02/2020;Why;professor;;;;
9;651;12/04/2024;2380;Simon-Atkinson;23/09/2020;Relate;offer;;;;
9;781;12/08/2020;1929;Simon-Atkinson;12/08/2020;Wife;sure;;;;
9;785;26/03/2025;4748;Simon-Atkinson;28/05/2020;Entire;close;;;;
9;896;15/01/2020;566;Simon-Atkinson;15/01/2020;;;;;;
9;911;01/11/2022;667;Simon-Atkinson;13/11/2020;Anything;plant;;;;
9;980;31/10/2020;3141;Simon-Atkinson;22/04/2020;Meeting;who;;;;
10;116;13/01/2022;3059;Johnson;31/01/2020;;;;;;
10;123;27/06/2023;4288;Johnson;28/05/2021;Moment;across;;;;
10;137;10/01/2022;1742;Johnson;23/06/2020;Within;seat;;;;
10;232;09/02/2026;774;Johnson;03/09/2020;;;;;;
10;275;11/12/2025;382;Johnson;19/04/2020;;;;;;
10;301;15/11/2023;4471;Johnson;30/11/2020;Image;TV;;;;
10;316;20/03/2024;3358;Johnson;19/06/2020;;;;;;
10;398;18/12/2022;4826;Johnson;06/01/2020;Authority;treatment;;;;
10;440;14/07/2022;432;Johnson;16/01/2020;Short;physical;;;;
10;495;19/06/2020;4206;Johnson;06/05/2020;Spring;standard;;;;
10;567;14/04/2021;3873;Johnson;14/04/2021;;;;;;
10;578;27/07/2023;3622;Johnson;10/03/2020;;;;;;
10;591;29/07/2025;3346;Johnson;23/02/2022;;;;;;
10;663;05/02/2024;356;Johnson;16/02/2021;Skin;Mrs;;;;
10;701;27/05/2021;3991;Johnson;15/11/2020;;;;;;
10;771;04/12/2020;1401;Johnson;18/01/2020;Should;wrong;;;;
10;852;18/10/2022;2932;Johnson;06/12/2020;;;;;;
10;858;02/11/2023;3878;Johnson;09/02/2020;Good;all;;;;
10;993;30/11/2025;4504;Johnson;01/11/2020;;;;;;
11;98;11/03/2023;483;Conley Ltd;20/04/2020;Recent;kind;;;;
11;210;03/06/2023;4055;Conley Ltd;08/01/2022;Stage;they;;;;
11;228;28/08/2024;145;Conley Ltd;24/01/2020;;;;;;
11;267;27/05/2025;2749;Conley Ltd;19/11/2020;;;;;;
11;298;05/06/2025;159;Conley Ltd;15/01/2021;;;;;;
11;342;21/08/2023;4851;Conley Ltd;09/09/2020;;;;;;
11;371;17/12/2021;2408;Conley Ltd;19/09/2020;South;return;;;;
11;443;30/05/2020;1856;Conley Ltd;01/05/2020;How;such;;;;
11;486;18/12/2022;3644;Conley Ltd;28/12/2020;Try;sell;;;;
11;541;31/01/2026;4008;Conley Ltd;19/01/2020;Put;foot;;;;
11;636;24/05/2024;631;Conley Ltd;17/04/2020;Business;tell;;;;
11;834;27/08/2023;3039;Conley Ltd;07/06/2020;Positive;age;;;;
11;930;01/02/2020;1169;Conley Ltd;01/02/2020;;;;;;
11;951;13/01/2023;3054;Conley Ltd;11/04/2020;Door;speak;;;;
11;960;10/11/2022;604;Conley Ltd;02/01/2021;Finally;personal;;;;
12;79;22/03/2025;2798;Brewer;28/06/2020;Worry;yard;;;;
12;86;19/10/2024;1192;Brewer;04/10/2020;;;;;;
12;87;02/02/2020;3455;Brewer;02/02/2020;Responsibility;dream;;;;
12;121;03/09/2023;2530;Brewer;16/01/2021;Avoid;probably;;;;
12;302;21/03/2024;4336;Brewer;15/04/2020;;;;;;
12;351;05/06/2021;4586;Brewer;15/02/2020;Identify;section;;;;
12;380;30/09/2025;1125;Brewer;08/09/2020;;;;;;
12;496;07/04/2024;540;Brewer;11/03/2020;;;;;;
12;504;23/09/2022;2470;Brewer;11/06/2022;Baby;energy;;;;
12;560;02/11/2025;642;Brewer;16/09/2020;;;;;;
12;583;07/08/2024;4573;Brewer;12/12/2020;Data;popular;;;;
12;605;06/01/2023;520;Brewer;30/03/2020;;;;;;
12;724;20/08/2023;1214;Brewer;21/02/2020;;;;;;
12;927;19/02/2022;3903;Brewer;02/03/2020;;;;;;
12;977;16/07/2024;3232;Brewer;14/06/2020;Local;look;;;;
13;42;13/09/2022;3928;Knight;01/10/2020;Light;free;;;;
13;62;11/06/2024;4983;Knight;20/05/2020;;;;;;
13;86;31/05/2024;348;Knight;04/10/2020;;;;;;
13;143;13/08/2022;2665;Knight;12/12/2020;;;;;;
13;173;25/10/2020;258;Knight;14/03/2020;;;;;;
13;218;27/04/2025;2646;Knight;22/05/2022;Heart;simply;;;;
13;272;18/06/2023;3003;Knight;25/04/2020;Glass;outside;;;;
13;278;09/09/2021;831;Knight;01/03/2020;;;;;;
13;294;30/01/2020;2542;Knight;01/01/2020;;;;;;
13;328;03/03/2020;1607;Knight;03/03/2020;Painting;laugh;;;;
13;362;17/07/2023;1343;Knight;13/02/2020;Memory;late;;;;
13;402;13/05/2023;300;Knight;05/02/2020;Throughout;end;;;;
13;470;13/09/2021;2763;Knight;07/09/2020;Red;against;;;;
13;477;24/10/2020;1361;Knight;21/01/2020;Citizen;over;;;;
13;509;24/07/2025;2987;Knight;24/06/2020;;;;;;
13;560;19/08/2023;4901;Knight;16/09/2020;;;;;;
13;599;09/01/2021;2392;Knight;20/11/2020;Population;use;;;;
13;602;12/02/2020;1543;Knight;12/02/2020;;;;;;
13;645;02/12/2025;3193;Knight;29/04/2020;;;;;;
13;712;01/10/2025;3793;Knight;12/03/2023;;;;;;
13;778;16/05/2024;3165;Knight;09/03/2020;Friend;do;;;;
13;824;07/04/2024;1661;Knight;07/12/2020;Hit;less;;;;
13;905;23/06/2025;1980;Knight;19/01/2020;Future;build;;;;
13;977;09/06/2025;1030;Knight;14/06/2020;Local;look;;;;
14;44;29/09/2023;874;Smith-Adams;26/09/2020;Sound;far;;;;
14;155;21/10/2025;2870;Smith-Adams;08/10/2021;Man;religious;;;;
14;246;02/05/2020;1360;Smith-Adams;02/05/2020;Investment;marriage;;;;
14;250;08/11/2021;2717;Smith-Adams;18/12/2020;;;;;;
14;262;18/02/2021;2601;Smith-Adams;01/01/2020;Kind;pick;;;;
14;276;11/03/2021;1311;Smith-Adams;08/01/2020;Chair;design;;;;
14;307;19/05/2021;1234;Smith-Adams;02/11/2020;Second;fill;;;;
14;318;19/12/2025;3294;Smith-Adams;01/07/2020;;;;;;
14;373;22/01/2020;3054;Smith-Adams;22/01/2020;War;foot;;;;
14;408;17/08/2020;3687;Smith-Adams;27/02/2020;Color;really;;;;
14;420;03/08/2022;517;Smith-Adams;25/08/2021;;;;;;
14;437;02/10/2021;4774;Smith-Adams;29/04/2020;;;;;;
14;444;02/11/2020;2080;Smith-Adams;12/03/2020;Development;despite;;;;
14;483;22/01/2022;2938;Smith-Adams;10/07/2021;Line;than;;;;
14;589;23/03/2023;344;Smith-Adams;13/07/2020;Necessary;far;;;;
14;622;16/06/2022;2930;Smith-Adams;24/04/2020;How;buy;;;;
14;685;16/01/2021;4358;Smith-Adams;16/01/2021;Manage;situation;;;;
14;736;09/11/2022;1037;Smith-Adams;25/07/2020;Among;official;;;;
14;743;29/10/2023;2663;Smith-Adams;21/07/2020;Section;partner;;;;
14;757;09/06/2022;3136;Smith-Adams;15/08/2021;;;;;;
14;809;29/04/2020;2395;Smith-Adams;29/04/2020;;;;;;
14;858;09/02/2020;1046;Smith-Adams;09/02/2020;Good;all;;;;
14;910;16/04/2023;3976;Smith-Adams;05/07/2021;Rise;according;;;;
14;933;16/04/2025;4995;Smith-Adams;21/08/2020;Party;success;;;;
14;937;05/08/2020;3869;Smith-Adams;05/08/2020;;;;;;
14;988;25/11/2024;3448;Smith-Adams;22/03/2020;;;;;;
14;992;05/11/2023;4323;Smith-Adams;17/02/2020;Prevent;mother;;;;
15;83;08/08/2023;1601;Cook-Brown;21/09/2020;Past;offer;;;;
15;96;19/04/2023;441;Cook-Brown;15/02/2020;Like;available;;;;
15;109;18/09/2021;1510;Cook-Brown;10/07/2020;Media;purpose;;;;
15;121;03/11/2023;4949;Cook-Brown;16/01/2021;Avoid;probably;;;;
15;157;21/08/2021;3586;Cook-Brown;03/03/2020;;;;;;
15;177;05/02/2023;2498;Cook-Brown;21/04/2021;Second;actually;;;;
15;212;02/01/2022;3069;Cook-Brown;04/03/2020;;;;;;
15;350;21/04/2024;1005;Cook-Brown;08/01/2021;Represent;example;;;;
15;379;13/11/2021;287;Cook-Brown;31/01/2020;Learn;husband;;;;
15;393;23/04/2023;884;Cook-Brown;18/01/2022;;;;;;
15;544;13/05/2022;2967;Cook-Brown;24/09/2020;He;two;;;;
15;631;25/11/2020;1253;Cook-Brown;14/08/2020;;;;;;
15;635;06/07/2023;3450;Cook-Brown;02/06/2021;;;;;;
15;688;27/12/2025;408;Cook-Brown;02/06/2020;Skin;player;;;;
15;839;18/12/2022;3258;Cook-Brown;21/08/2021;General;growth;;;;
15;848;17/12/2021;3070;Cook-Brown;28/04/2020;Piece;particularly;;;;
16;75;10/03/2022;3261;Villarreal;17/02/2020;Surface;throughout;;;;
16;80;29/03/2020;4244;Villarreal;29/03/2020;;;;;;
16;113;09/02/2025;1356;Villarreal;30/12/2020;Feel;simply;;;;
16;147;24/01/2020;3132;Villarreal;24/01/2020;;;;;;
16;218;02/08/2023;3977;Villarreal;22/05/2022;Heart;simply;;;;
16;249;17/07/2025;3460;Villarreal;25/05/2020;Member;skin;;;;
16;280;28/08/2020;1055;Villarreal;23/01/2020;Agree;participant;;;;
16;459;22/10/2021;2259;Villarreal;01/02/2020;Station;suggest;;;;
16;556;17/08/2023;1716;Villarreal;08/03/2020;;;;;;
16;573;10/01/2024;3231;Villarreal;28/10/2020;Drug;father;;;;
16;585;29/03/2022;2546;Villarreal;21/06/2020;Opportunity;ok;;;;
16;636;28/11/2022;458;Villarreal;17/04/2020;Business;tell;;;;
16;647;05/01/2020;4629;Villarreal;05/01/2020;Maintain;coach;;;;
16;668;07/12/2020;4778;Villarreal;17/08/2020;;;;;;
16;669;27/02/2025;3185;Villarreal;17/12/2021;;;;;;
16;669;12/01/2022;1903;Villarreal;17/12/2021;;;;;;
16;725;15/09/2020;555;Villarreal;22/05/2020;;;;;;
16;726;06/02/2024;4907;Villarreal;18/03/2020;Beyond;almost;;;;
16;727;19/08/2022;3360;Villarreal;01/08/2020;Allow;peace;;;;
16;834;07/06/2020;4201;Villarreal;07/06/2020;Positive;age;;;;
16;837;11/08/2022;174;Villarreal;13/01/2021;;;;;;
16;937;04/10/2022;204;Villarreal;05/08/2020;;;;;;
16;982;24/02/2024;1095;Villarreal;25/01/2021;Operation;time;;;;
17;27;17/01/2025;794;Griffin;12/05/2021;Agree;open;;;;
17;42;13/11/2025;3100;Griffin;01/10/2020;Light;free;;;;
17;103;31/08/2024;3100;Griffin;24/03/2020;Some;here;;;;
17;114;23/07/2021;3524;Griffin;18/06/2020;Sport;throw;;;;
17;164;20/08/2020;1197;Griffin;31/01/2020;Evening;guy;;;;
17;165;27/10/2020;2872;Griffin;22/09/2020;;;;;;
17;181;13/06/2023;549;Griffin;22/11/2020;;;;;;
17;185;21/12/2025;1819;Griffin;06/10/2020;Smile;player;;;;
17;189;14/03/2022;2214;Griffin;11/11/2020;Toward;station;;;;
17;197;15/12/2022;2773;Griffin;10/10/2021;;;;;;
17;259;28/12/2022;1277;Griffin;20/06/2020;Picture;build;;;;
17;303;24/12/2025;1264;Griffin;05/10/2020;;;;;;
17;303;24/10/2022;979;Griffin;05/10/2020;;;;;;
17;324;10/06/2020;577;Griffin;11/04/2020;Daughter;radio;;;;
17;346;13/09/2023;2489;Griffin;15/07/2020;Yard;member;;;;
17;360;04/02/2024;4861;Griffin;20/03/2020;Question;walk;;;;
17;361;29/11/2020;487;Griffin;13/04/2020;Staff;radio;;;;
17;384;21/04/2020;1766;Griffin;29/01/2020;Heavy;win;;;;
17;431;07/04/2020;4335;Griffin;03/04/2020;Appear;agency;;;;
17;513;01/07/2025;297;Griffin;27/05/2020;;;;;;
17;514;03/04/2022;1766;Griffin;22/08/2020;;;;;;
17;534;16/06/2020;2029;Griffin;16/06/2020;Mother;citizen;;;;
17;643;08/03/2025;1577;Griffin;31/05/2020;Term;example;;;;
17;723;05/02/2020;995;Griffin;05/02/2020;Take;above;;;;
17;725;28/07/2025;3965;Griffin;22/05/2020;;;;;;
17;770;22/05/2021;186;Griffin;06/12/2020;Use;reach;;;;
17;836;17/01/2022;2708;Griffin;23/10/2020;Benefit;accept;;;;
17;846;19/11/2023;3135;Griffin;22/01/2020;Can;various;;;;
17;896;01/02/2026;385;Griffin;15/01/2020;;;;;;
18;3;26/04/2022;157;Giles-Smith;24/07/2021;Unit;film;;;;
18;54;27/03/2025;996;Giles-Smith;25/05/2020;;;;;;
18;127;27/06/2024;1152;Giles-Smith;14/08/2020;Wait;show;;;;
18;155;18/02/2024;1916;Giles-Smith;08/10/2021;Man;religious;;;;
18;204;18/12/2022;2745;Giles-Smith;12/03/2021;Significant;ten;;;;
18;273;16/11/2023;2367;Giles-Smith;13/01/2020;Doctor;admit;;;;
18;273;10/12/2021;1002;Giles-Smith;13/01/2020;Doctor;admit;;;;
18;279;20/01/2022;3473;Giles-Smith;03/07/2021;These;news;;;;
