museum_id,exhibit_id,end_date,visitors_number,name,creation_date,title,category,curator_id,extra_info,specialty_id,curator_specialty
479,36,10/29/2020,608,Smith and Sons,4/3/2024,General,body,162,good,79,Critica da Arte
395,294,9/8/2023,2618,Jones,,,,,,,
80,892,4/21/2022,918,Medina,,,,,,,
123,133,10/18/2022,531,Howard LLC,1/23/2024,Forward,market,17,benefit,79,Critica da Arte
123,133,10/18/2022,531,Howard LLC,1/23/2024,Forward,market,106,key,,
60,418,5/29/2022,1147,Cox Ltd,7/9/2022,Method,civil,,,,
222,934,12/7/2023,3492,Harrison,,,,,,,
346,370,11/26/2025,4646,Olsen-Ellis,10/16/2023,Her,PM,,,,
214,690,11/2/2025,3023,Contreras-Foster,9/3/2021,South,attention,27,left,366,Desenvolvimento e Estudos Culturais
350,299,10/29/2024,4497,Keller-Carrillo,6/10/2021,Answer,hard,5,particular,54,Cultura Urbana
370,343,8/13/2024,3106,Morton,,,,,,,
280,713,11/11/2022,1781,Saunders Inc,3/2/2025,Drug,talk,158,personal,54,Cultura Urbana
306,40,1/24/2023,3556,Long-Richardson,2/5/2026,Speech,generation,,,,
280,148,12/3/2023,4437,Saunders Inc,3/2/2025,Pm,successful,158,personal,54,Cultura Urbana
34,540,8/6/2020,183,Thomas,,,,,,,
143,527,8/10/2025,4358,Bates Ltd,11/28/2023,Important,available,,,,
61,720,12/11/2021,946,Myers Group,10/25/2025,Rock,woman,195,particular,366,Desenvolvimento e Estudos Culturais
455,217,3/9/2025,788,Dickerson-Smith,12/4/2022,Administration,create,,,,
334,22,4/10/2020,4740,Phillips,,,,,,,
171,786,12/29/2023,4526,Thompson-Keith,6/14/2025,Move,dream,,,,
108,622,11/4/2023,4710,Bell Ltd,11/15/2024,How,buy,187,machine,,
199,946,8/15/2024,2494,Mccann-Castro,12/19/2025,Quickly,sign,,,,
184,493,4/15/2021,1553,Anderson,,,,,,,
448,360,1/6/2024,1473,White Ltd,3/3/2021,Question,walk,,,,
32,442,2/7/2026,2968,Wilson,,,,,,,
25,764,1/13/2021,903,Smith PLC,9/13/2025,Laugh,send,,,,
114,109,7/12/2021,2942,Miller PLC,7/21/2024,Media,purpose,,,,
381,579,10/30/2023,3773,Lee,,,,,,,
7,477,1/21/2020,2668,Long Ltd,10/1/2023,Citizen,over,72,interesting,101,Arte contemporânea
213,749,7/8/2022,968,Hancock Group,4/25/2024,Cup,human,29,say,101,Arte contemporânea
4,677,8/1/2022,277,Dunn-Velez,4/5/2023,Bit,again,,,,
80,208,3/21/2023,4926,Medina,,,,,,,
54,80,6/26/2023,2017,Perkins,,,,,,,
18,763,4/8/2021,4452,Giles-Smith,10/3/2023,Network,region,,,,
186,105,11/12/2020,1573,Fitzpatrick-Richardson,4/1/2022,Same,nation,,,,
384,482,9/2/2021,1060,Hensley,,,,,,,
354,915,9/6/2024,4473,Kirk-Huff,7/25/2024,But,forget,24,center,,
354,915,9/6/2024,4473,Kirk-Huff,7/25/2024,But,forget,189,glass,101,Arte contemporânea
49,73,12/22/2020,4737,Christian-Aguilar,7/6/2022,Feel,oil,,,,
500,551,3/3/2020,1098,Mckinney Ltd,6/11/2024,Data,Republican,194,year,101,Arte contemporânea
5,972,7/29/2022,4566,Murphy,,,,,,,
190,887,1/3/2021,577,Kennedy Group,10/20/2024,Away,bill,15,model,54,Cultura Urbana
496,563,12/24/2023,1873,Bishop,,,,,,,
395,950,8/11/2024,3973,Jones,,,,,,,
459,566,3/17/2020,4837,Turner,,,,,,,
57,292,3/27/2020,3196,White Group,12/5/2023,Card,rich,,,,
70,212,2/26/2024,365,Allen,,,,,,,
422,784,6/4/2022,372,Mendez-Thompson,8/1/2022,Exactly,a,188,type,54,Cultura Urbana
81,921,5/23/2024,1334,Green LLC,3/15/2021,Local,often,,,,
439,555,8/19/2025,4108,Bradshaw,,,,,,,
212,91,8/11/2021,794,Fox PLC,11/10/2023,Billion,tend,,,,
159,482,8/4/2020,1082,Tyler Inc,9/7/2023,Field,control,46,state,101,Arte contemporânea
39,656,6/5/2023,3755,Walsh-Gonzalez,10/16/2023,Person,yourself,9,relate,79,Critica da Arte
159,35,12/30/2020,2578,Tyler Inc,9/7/2023,Record,fund,46,state,101,Arte contemporânea
227,460,8/29/2022,4400,Bean-Aguilar,8/5/2025,For,reach,16,surface,79,Critica da Arte
126,733,6/27/2023,2858,Gonzales PLC,6/25/2024,Message,police,,,,
366,239,2/15/2026,3160,Miller,,,,,,,
239,977,12/29/2023,4077,Escobar-Benitez,2/20/2022,Local,look,64,degree,,
153,696,11/2/2024,4867,Rodriguez Group,7/24/2021,Fight,into,,,,
235,146,11/18/2021,1219,Hughes-Welch,12/8/2024,Choose,vote,,,,
14,444,11/2/2020,2080,Smith-Adams,9/10/2022,Development,despite,,,,
361,678,12/17/2023,588,Collins PLC,3/19/2025,Treatment,once,,,,
169,226,10/19/2021,1906,Smith and Sons,7/27/2021,Buy,share,,,,
156,177,12/18/2023,285,Horton Ltd,12/4/2025,Second,actually,,,,
80,930,1/25/2023,1717,Medina,,,,,,,
30,464,6/22/2025,2767,Black-Francis,12/11/2025,Ground,happen,1,successful,101,Arte contemporânea
100,271,3/10/2021,2504,Murray and Sons,6/27/2022,Create,garden,,,,
64,170,5/19/2023,1664,Hicks and Sons,12/27/2021,Wind,top,,,,
169,636,6/18/2024,1247,Smith and Sons,7/27/2021,Business,tell,,,,
26,303,6/5/2022,4660,Kelley,,,,,,,
476,792,3/26/2024,985,Lynch,,,,,,,
60,541,2/6/2022,3406,Cox Ltd,7/9/2022,Put,foot,,,,
176,934,2/9/2026,2976,Simmons and Sons,8/15/2021,Dream,drug,,,,
455,353,4/5/2021,2977,Dickerson-Smith,12/4/2022,Kitchen,sign,,,,
406,400,7/5/2021,4611,Park,,,,,,,
398,402,7/7/2021,2954,Snow and Sons,7/21/2024,Throughout,end,,,,
201,74,11/19/2021,1321,Peterson-Herrera,4/28/2023,Federal,forward,,,,
137,5,2/22/2023,668,Phillips,,,,,,,
137,5,2/22/2023,668,Phillips,,,,,,,
461,945,4/15/2020,736,Lee,,,,,,,
301,842,2/1/2022,1431,Knox-Tran,5/9/2024,Concern,other,,,,
122,843,5/26/2020,4405,Carrillo Inc,1/18/2026,Service,sense,,,,
353,161,12/30/2023,3661,Reyes Ltd,9/16/2025,Have,party,,,,
223,296,2/23/2022,1267,Reed and Sons,11/27/2025,Pass,safe,25,occur,54,Cultura Urbana
489,925,7/18/2023,3597,Martin,,,,,,,
199,459,6/6/2024,147,Mccann-Castro,12/19/2025,Station,suggest,,,,
152,851,1/12/2020,913,Moran and Sons,11/9/2023,Simple,itself,,,,
426,913,4/21/2025,297,Campbell-Rangel,7/25/2024,Water,spend,166,water,101,Arte contemporânea
221,491,2/14/2020,947,Johnson PLC,8/6/2021,Year,ask,,,,
276,79,6/12/2021,2785,Sanchez PLC,9/22/2022,Worry,yard,,,,
231,291,6/6/2025,2404,Calhoun-Fox,12/29/2023,Customer,set,,,,
19,495,2/27/2024,1327,Little-Carrillo,2/7/2025,Spring,standard,,,,
396,954,12/15/2020,2700,Gillespie Inc,10/6/2023,Our,face,,,,
119,620,7/12/2023,4671,Dixon,,,,,,,
239,438,2/27/2021,4624,Escobar-Benitez,2/20/2022,West,language,64,degree,,
398,821,4/27/2022,3601,Snow and Sons,7/21/2024,Dog,decide,,,,
281,728,1/25/2022,3019,Hayes-Miller,4/5/2021,Fine,possible,,,,
23,764,10/12/2023,4448,Snow,,,,,,,
348,2,1/31/2020,3801,Smith,,,,,,,
191,909,7/14/2021,1300,English-Whitney,6/29/2022,At,various,,,,
386,903,3/10/2025,2802,Knox-Collins,6/11/2025,Admit,create,,,,
61,307,3/29/2025,3907,Myers Group,10/25/2025,Second,fill,195,particular,366,Desenvolvimento e Estudos Culturais
389,547,5/4/2024,3348,White-Vasquez,11/9/2024,President,we,,,,
308,70,10/20/2022,1655,Stone-Campbell,10/24/2023,If,set,,,,
427,755,9/20/2025,3800,Sellers PLC,7/30/2023,Hand,without,,,,
383,344,11/28/2024,792,Mathis,,,,,,,
458,340,7/24/2022,4324,Davidson and Sons,11/4/2022,Morning,reflect,11,player,79,Critica da Arte
92,409,10/26/2022,2553,Whitehead-Arellano,11/19/2021,Public,he,,,,
48,473,4/28/2022,4968,Mcdaniel,,,,,,,
1,420,7/27/2024,217,Edwards,,,,,,,
24,596,10/3/2022,351,Lee,,,,,,,
393,575,2/27/2024,353,Fitzgerald-Mills,7/30/2022,Report,notice,91,career,366,Desenvolvimento e Estudos Culturais
130,884,12/6/2024,2089,Delgado-Potter,7/19/2024,Bar,opportunity,,,,
51,287,12/12/2022,1237,Patton-Montgomery,10/10/2024,Budget,understand,,,,
105,396,12/23/2023,1068,Perry Group,7/1/2025,Also,mother,,,,
168,29,7/4/2020,2919,Jacobs,,,,,,,
408,312,7/26/2022,4282,Pierce,,,,,,,
9,785,3/26/2025,4748,Simon-Atkinson,10/22/2025,Entire,close,,,,
410,766,11/10/2020,1650,Gonzalez,,,,,,,
30,511,12/24/2021,1761,Black-Francis,12/11/2025,Either,much,1,successful,101,Arte contemporânea
332,841,10/1/2020,516,Barber and Sons,12/12/2023,Old,investment,182,data,,
330,595,2/15/2021,172,Harris,,,,,,,
112,223,3/8/2021,1919,Brown,,,,,,,
186,957,4/14/2021,131,Fitzpatrick-Richardson,4/1/2022,My,morning,,,,
92,907,5/10/2024,2223,Whitehead-Arellano,11/19/2021,Public,change,,,,
50,701,1/24/2022,2017,Jones,,,,,,,
376,532,11/23/2020,2668,George Inc,6/9/2021,Time,town,,,,
347,727,10/21/2023,4780,Parker PLC,10/17/2025,Allow,peace,117,court,366,Desenvolvimento e Estudos Culturais
347,727,10/21/2023,4780,Parker PLC,10/17/2025,Allow,peace,133,kind,54,Cultura Urbana
14,44,9/29/2023,874,Smith-Adams,9/10/2022,Sound,far,,,,
79,670,3/1/2020,4899,Nichols,,,,,,,
288,670,12/23/2023,1533,Mcdowell,,,,,,,
219,709,5/16/2025,1025,Murray Group,7/13/2025,Improve,fact,,,,
225,597,2/17/2026,3427,Patrick-Adams,6/28/2024,Radio,to,,,,
415,174,12/25/2025,547,Dean-Herrera,10/4/2022,East,something,,,,
343,387,9/24/2020,1011,Reynolds-Wheeler,8/2/2023,Teacher,contain,,,,
253,648,12/31/2021,316,Malone-Murray,9/30/2022,Fish,high,,,,
448,592,2/20/2022,2598,White Ltd,3/3/2021,Teacher,themselves,,,,
343,873,1/18/2021,2859,Reynolds-Wheeler,8/2/2023,Into,ask,,,,
254,328,8/30/2023,1369,Harris-Chapman,10/22/2021,Painting,laugh,,,,
451,407,6/23/2022,851,Abbott-Shannon,8/18/2023,Politics,tough,,,,
471,774,7/14/2024,2620,Price Group,3/18/2021,Start,area,,,,
385,883,2/2/2020,3818,Cole Group,11/24/2025,Process,Crime,,,,
327,142,6/10/2022,2844,Moore Ltd,1/19/2025,Analysis,evidence,4,my,,
181,824,5/4/2022,3195,Bell-Shah,12/5/2022,Hit,less,,,,
185,921,5/9/2020,4014,Jones-Jones,6/7/2024,Local,often,28,clear,,
307,986,5/27/2020,158,Aguilar LLC,4/11/2024,Appear,career,159,clearly,79,Critica da Arte
307,986,5/27/2020,158,Aguilar LLC,4/11/2024,Appear,career,196,network,54,Cultura Urbana
407,327,3/31/2024,2882,Neal-Smith,4/1/2021,Image,style,140,whose,54,Cultura Urbana
407,327,3/31/2024,2882,Neal-Smith,4/1/2021,Image,style,192,game,,
62,83,5/7/2023,2032,Ortiz PLC,6/30/2024,Past,offer,,,,
314,820,3/28/2022,1508,Myers-Lee,9/3/2023,Red,probably,,,,
398,173,8/15/2020,790,Snow and Sons,7/21/2024,Necessary,right,,,,
255,784,12/12/2025,4091,Long-Chan,7/19/2023,Exactly,a,173,former,54,Cultura Urbana
317,215,1/19/2024,3436,Harris,,,,,,,
247,882,6/9/2023,3317,Rice,,,,,,,
7,717,7/2/2023,3744,Long Ltd,10/1/2023,Think,future,72,interesting,101,Arte contemporânea
20,279,8/25/2024,2250,Rodriguez-Hall,9/7/2025,These,news,169,actually,54,Cultura Urbana
296,873,4/8/2021,2143,Grant,,,,,,,
442,156,9/12/2024,2319,Williams-Crawford,3/30/2021,Hundred,support,130,street,,
66,92,11/14/2024,4130,Crosby Ltd,12/5/2021,Read,fly,,,,
108,458,8/5/2022,4196,Bell Ltd,11/15/2024,Decide,morning,187,machine,,
349,171,2/18/2020,2844,Harrell,,,,,,,
186,858,7/24/2020,4185,Fitzpatrick-Richardson,4/1/2022,Good,all,,,,
334,668,8/16/2025,4197,Phillips,,,,,,,
399,618,9/30/2020,1238,Martinez,,,,,,,
213,800,1/20/2023,2031,Hancock Group,4/25/2024,Focus,check,29,say,101,Arte contemporânea
23,304,3/27/2022,119,Snow,,,,,,,
36,672,12/16/2025,4578,Martinez PLC,4/12/2021,Once,yeah,109,behavior,101,Arte contemporânea
36,672,12/16/2025,4578,Martinez PLC,4/12/2021,Once,yeah,135,different,,
204,925,7/13/2021,1234,Schmitt LLC,11/6/2025,Politics,artist,,,,
268,288,1/16/2025,2496,Robles LLC,7/2/2025,Sea,understand,151,look,101,Arte contemporânea
289,618,1/24/2022,2872,Wallace,,,,,,,
362,139,12/30/2021,4428,Tate LLC,2/4/2025,Myself,bag,,,,
327,53,4/19/2023,1476,Moore Ltd,1/19/2025,Become,themselves,4,my,,
351,918,4/16/2020,1281,Cochran,,,,,,,
239,626,7/9/2020,2325,Escobar-Benitez,2/20/2022,Sign,voice,64,degree,,
308,215,9/12/2022,129,Stone-Campbell,10/24/2023,Often,scientist,,,,
56,568,4/26/2025,3840,Leach-Pearson,12/27/2023,Prepare,great,,,,
73,303,10/15/2022,3188,Graham-Luna,6/22/2023,Fish,that,,,,
137,624,8/17/2020,205,Phillips,,,,,,,
137,624,8/17/2020,205,Phillips,,,,,,,
294,360,9/21/2022,596,Smith Inc,12/26/2022,Question,walk,152,yet,366,Desenvolvimento e Estudos Culturais
169,708,2/26/2025,4998,Smith and Sons,7/27/2021,Wife,far,,,,
382,695,12/8/2022,195,Gordon,,,,,,,
237,737,8/11/2023,2834,Brooks-Watkins,11/4/2021,Sound,and,,,,
484,843,1/1/2023,4922,Norman Ltd,2/28/2021,Service,sense,178,training,54,Cultura Urbana
494,478,12/31/2024,4606,Hall LLC,12/4/2021,Common,cold,136,would,54,Cultura Urbana
126,726,12/21/2025,1100,Gonzales PLC,6/25/2024,Beyond,almost,,,,
353,995,4/16/2020,2984,Reyes Ltd,9/16/2025,Assume,and,,,,
302,796,5/11/2023,1986,Smith,,,,,,,
9,118,5/17/2021,2335,Simon-Atkinson,10/22/2025,Ever,which,,,,
277,346,4/12/2025,2303,Wong PLC,4/23/2024,Yard,member,,,,
162,943,6/6/2022,4702,Smith and Sons,9/8/2024,Culture,goal,,,,
32,432,9/22/2020,1430,Wilson,,,,,,,
115,472,5/29/2025,2219,Jacobs LLC,10/21/2022,Senior,reality,,,,
275,880,9/8/2020,2644,Barron-Castro,9/5/2022,Rock,season,191,shoulder,366,Desenvolvimento e Estudos Culturais
162,576,3/14/2024,351,Smith and Sons,9/8/2024,Article,surface,,,,
416,675,7/30/2023,2509,Holland PLC,2/17/2022,Stand,likely,,,,
12,86,10/19/2024,1192,Brewer,,,,,,,
12,86,10/19/2024,1192,Brewer,,,,,,,
12,86,10/19/2024,1192,Brewer,,,,,,,
236,29,5/4/2020,1844,Lewis and Sons,5/18/2022,Rate,pretty,,,,
67,837,1/12/2022,714,Fowler,,,,,,,
94,887,12/13/2023,765,Brown PLC,6/3/2022,Away,bill,161,recent,366,Desenvolvimento e Estudos Culturais
122,351,10/24/2022,831,Carrillo Inc,1/18/2026,Identify,section,,,,
26,889,12/8/2021,1377,Kelley,,,,,,,
337,294,10/14/2024,2207,Carrillo-Farmer,8/19/2023,Or,imagine,,,,
292,331,3/31/2022,3470,Murphy Ltd,4/27/2024,Hope,technology,,,,
64,91,10/22/2024,3914,Hicks and Sons,12/27/2021,Billion,tend,,,,
87,177,4/21/2021,563,Fields,,,,,,,
326,54,2/23/2025,4564,Rose,,,,,,,
273,504,12/22/2025,2892,Lindsey-Jackson,2/24/2024,Baby,energy,,,,
39,413,6/24/2023,2241,Walsh-Gonzalez,10/16/2023,Stop,country,9,relate,79,Critica da Arte
171,469,12/16/2024,2533,Thompson-Keith,6/14/2025,Individual,whatever,,,,
244,450,9/7/2023,808,Li and Sons,9/30/2021,After,billion,,,,
231,23,4/16/2025,4562,Calhoun-Fox,12/29/2023,These,and,,,,
328,274,2/18/2023,4230,Delgado,,,,,,,
442,665,1/16/2025,3487,Williams-Crawford,3/30/2021,Say,reduce,130,street,,
36,827,10/17/2022,3150,Martinez PLC,4/12/2021,Soldier,throughout,109,behavior,101,Arte contemporânea
36,827,10/17/2022,3150,Martinez PLC,4/12/2021,Soldier,throughout,135,different,,
88,258,9/14/2024,146,Martinez-Schmidt,1/31/2024,Enough,buy,32,western,79,Critica da Arte
88,258,9/14/2024,146,Martinez-Schmidt,1/31/2024,Enough,buy,39,hold,54,Cultura Urbana
176,511,12/19/2023,4233,Simmons and Sons,8/15/2021,Either,much,,,,
275,986,12/29/2025,2073,Barron-Castro,9/5/2022,Appear,career,191,shoulder,366,Desenvolvimento e Estudos Culturais
22,434,7/30/2020,947,Nguyen-Garcia,3/1/2021,Fall,huge,,,,
19,933,2/11/2025,4229,Little-Carrillo,2/7/2025,Party,success,,,,
233,751,9/10/2022,4540,Rogers LLC,1/10/2023,Report,turn,,,,
34,721,11/8/2023,1239,Thomas,,,,,,,
300,809,9/14/2025,535,Hamilton,,,,,,,
87,335,3/3/2020,756,Fields,,,,,,,
384,157,3/3/2020,795,Hensley,,,,,,,
289,435,1/21/2021,232,Wallace,,,,,,,
318,647,11/6/2023,4696,Adams-Mckinney,2/26/2025,Maintain,coach,,,,
120,52,8/25/2022,2849,Hernandez,,,,,,,
268,255,6/25/2020,3911,Robles LLC,7/2/2025,Music,ability,151,look,101,Arte contemporânea
456,836,10/23/2020,3854,Gonzalez Ltd,4/12/2021,Benefit,accept,,,,
237,287,4/26/2022,2876,Brooks-Watkins,11/4/2021,Budget,understand,,,,
428,754,4/15/2023,423,Lester-Mcclure,5/12/2022,That,country,,,,
374,733,3/29/2021,4100,Tucker-White,8/30/2021,Message,police,42,what,54,Cultura Urbana
374,733,3/29/2021,4100,Tucker-White,8/30/2021,Message,police,77,factor,79,Critica da Arte
420,126,8/18/2021,4853,Lee Inc,9/18/2023,Purpose,top,,,,
419,793,4/1/2024,287,Cohen-Hodge,5/17/2023,Laugh,far,,,,
482,472,6/30/2020,4552,Roberts-Caldwell,11/27/2023,Senior,reality,,,,
395,282,11/23/2024,4684,Jones,,,,,,,
427,2,8/9/2023,2513,Sellers PLC,7/30/2023,Benefit,key,,,,
201,507,6/21/2022,4646,Peterson-Herrera,4/28/2023,Own,line,,,,
79,38,1/3/2022,4233,Nichols,,,,,,,
222,697,5/11/2024,3167,Harrison,,,,,,,
135,419,3/15/2022,1356,Garcia,,,,,,,
39,947,10/29/2023,185,Walsh-Gonzalez,10/16/2023,Quite,last,9,relate,79,Critica da Arte
230,459,10/25/2020,4020,Parker,,,,,,,
143,855,10/25/2025,2619,Bates Ltd,11/28/2023,Five,Crime,,,,
416,674,11/8/2025,3003,Holland PLC,2/17/2022,Pay,generation,,,,
59,828,5/30/2021,2272,Page PLC,4/17/2025,Above,five,,,,
