museum_id;exhibit_id;end_date;visitors_number;name;creation_date;title;category;curator_id;extra_info;specialty_id;curator_specialty
7;221;2022-10-21;2703;Long Ltd;2020-06-05;Move;board;72;interesting;101;Renaissance
7;251;2020-01-13;2120;Long Ltd;2020-01-13;Establish;green;72;interesting;101;Renaissance
7;257;2024-05-05;1159;Long Ltd;2020-01-08;House;walk;72;interesting;101;Renaissance
7;281;2024-07-26;4765;Long Ltd;2020-02-03;Persuasive;ripple;72;interesting;101;Renaissance
7;429;2021-03-31;1782;Long Ltd;2020-01-19;Swimsuit;shelter;72;interesting;101;Renaissance
7;456;2022-12-05;4307;Long Ltd;2020-03-03;Save;put;72;interesting;101;Renaissance
7;477;2020-01-21;2668;Long Ltd;2020-01-21;Citizen;over;72;interesting;101;Renaissance
7;522;2025-06-17;1653;Long Ltd;2020-01-30;Laugh;else;72;interesting;101;Renaissance
7;586;2023-11-22;3677;Long Ltd;2020-02-08;Close;wherever;72;interesting;101;Renaissance
7;627;2024-06-20;757;Long Ltd;2020-06-10;Active;equinox;72;interesting;101;Renaissance
7;658;2024-06-05;4045;Long Ltd;2021-06-25;Decide;job;72;interesting;101;Renaissance
7;661;2023-12-26;4263;Long Ltd;2020-01-27;Power;cut;72;interesting;101;Renaissance
7;668;2023-12-18;4120;Long Ltd;2020-08-17;League;marquis;72;interesting;101;Renaissance
7;717;2023-07-02;3744;Long Ltd;2020-04-05;Think;future;72;interesting;101;Renaissance
7;733;2025-01-08;4909;Long Ltd;2021-03-29;Message;police;72;interesting;101;Renaissance
7;740;2020-10-02;630;Long Ltd;2020-05-18;Side;ok;72;interesting;101;Renaissance
7;845;2023-08-04;3799;Long Ltd;2020-12-23;They;herself;72;interesting;101;Renaissance
7;942;2020-01-10;1804;Long Ltd;2020-01-10;Invencible;atrium;72;interesting;101;Renaissance
8;58;2020-02-10;576;Nguyen Group;2020-02-10;Sing;song;43;amount;54;Urban Culture
8;58;2020-02-10;576;Nguyen Group;2020-02-10;Sing;song;55;truth;101;Renaissance
8;62;2020-05-20;2264;Nguyen Group;2020-05-20;Show;wonder;43;amount;54;Urban Culture
8;62;2020-05-20;2264;Nguyen Group;2020-05-20;Show;wonder;55;truth;101;Renaissance
8;77;2021-11-02;4868;Nguyen Group;2020-01-29;Help;together;43;amount;54;Urban Culture
8;77;2021-11-02;4868;Nguyen Group;2020-01-29;Help;together;55;truth;101;Renaissance
8;184;2025-09-18;4896;Nguyen Group;2021-03-25;Smoothie;rode;43;amount;54;Urban Culture
8;184;2025-09-18;4896;Nguyen Group;2021-03-25;Smoothie;rode;55;truth;101;Renaissance
8;262;2026-01-20;4733;Nguyen Group;2020-01-01;Kind;pick;43;amount;54;Urban Culture
8;262;2026-01-20;4733;Nguyen Group;2020-01-01;Kind;pick;55;truth;101;Renaissance
8;276;2021-01-26;595;Nguyen Group;2020-01-08;Chair;design;43;amount;54;Urban Culture
8;276;2021-01-26;595;Nguyen Group;2020-01-08;Chair;design;55;truth;101;Renaissance
8;276;2024-06-16;1346;Nguyen Group;2020-01-08;Chair;design;43;amount;54;Urban Culture
8;276;2024-06-16;1346;Nguyen Group;2020-01-08;Chair;design;55;truth;101;Renaissance
8;342;2023-05-24;1245;Nguyen Group;2020-09-09;Words;argon;43;amount;54;Urban Culture
8;342;2023-05-24;1245;Nguyen Group;2020-09-09;Words;argon;55;truth;101;Renaissance
8;412;2020-09-21;3381;Nguyen Group;2020-06-24;Night;third;43;amount;54;Urban Culture
8;412;2020-09-21;3381;Nguyen Group;2020-06-24;Night;third;55;truth;101;Renaissance
8;424;2025-11-27;1752;Nguyen Group;2020-01-29;Item;usually;43;amount;54;Urban Culture
8;424;2025-11-27;1752;Nguyen Group;2020-01-29;Item;usually;55;truth;101;Renaissance
8;514;2020-08-22;2192;Nguyen Group;2020-08-22;Woman;satisfaction;43;amount;54;Urban Culture
8;514;2020-08-22;2192;Nguyen Group;2020-08-22;Woman;satisfaction;55;truth;101;Renaissance
8;535;2021-08-06;2253;Nguyen Group;2020-04-05;Feeling;red;43;amount;54;Urban Culture
8;535;2021-08-06;2253;Nguyen Group;2020-04-05;Feeling;red;55;truth;101;Renaissance
8;669;2024-08-28;2047;Nguyen Group;2021-12-17;Messanger;memory;43;amount;54;Urban Culture
8;669;2024-08-28;2047;Nguyen Group;2021-12-17;Messanger;memory;55;truth;101;Renaissance
8;728;2022-11-30;369;Nguyen Group;2020-01-30;Fine;possible;43;amount;54;Urban Culture
8;728;2022-11-30;369;Nguyen Group;2020-01-30;Fine;possible;55;truth;101;Renaissance
8;828;2024-03-05;376;Nguyen Group;2021-01-27;Above;five;43;amount;54;Urban Culture
8;828;2024-03-05;376;Nguyen Group;2021-01-27;Above;five;55;truth;101;Renaissance
8;886;2025-02-13;1392;Nguyen Group;2020-10-15;Some;street;43;amount;54;Urban Culture
8;886;2025-02-13;1392;Nguyen Group;2020-10-15;Some;street;55;truth;101;Renaissance
8;903;2023-08-02;2467;Nguyen Group;2020-05-02;Admit;create;43;amount;54;Urban Culture
8;903;2023-08-02;2467;Nguyen Group;2020-05-02;Admit;create;55;truth;101;Renaissance
8;905;2020-01-19;3281;Nguyen Group;2020-01-19;Future;build;43;amount;54;Urban Culture
8;905;2020-01-19;3281;Nguyen Group;2020-01-19;Future;build;55;truth;101;Renaissance
8;984;2024-04-20;4980;Nguyen Group;2020-01-04;Treatment;stage;43;amount;54;Urban Culture
8;984;2024-04-20;4980;Nguyen Group;2020-01-04;Treatment;stage;55;truth;101;Renaissance
8;989;2025-07-01;2408;Nguyen Group;2020-04-07;Chair;we;43;amount;54;Urban Culture
8;989;2025-07-01;2408;Nguyen Group;2020-04-07;Chair;we;55;truth;101;Renaissance
8;993;2021-07-18;2050;Nguyen Group;2020-11-01;Sinner;syren;43;amount;54;Urban Culture
8;993;2021-07-18;2050;Nguyen Group;2020-11-01;Sinner;syren;55;truth;101;Renaissance
9;22;2020-09-11;2640;Simon-Atkinson;2020-04-10;Thing;wednesday;;;;
9;52;2023-12-02;256;Simon-Atkinson;2020-01-05;Mary;jane;;;;
9;62;2024-02-09;2852;Simon-Atkinson;2020-05-20;Show;wonder;;;;
9;118;2021-05-17;2335;Simon-Atkinson;2021-05-17;Ever;which;;;;
9;171;2025-08-05;3783;Simon-Atkinson;2020-01-06;Repress;cage;;;;
9;205;2022-07-22;4859;Simon-Atkinson;2020-06-28;Sweat;sweet;;;;
9;213;2023-03-07;1948;Simon-Atkinson;2020-11-06;Yet;product;;;;
9;268;2026-01-04;1611;Simon-Atkinson;2021-05-24;Manx;mantel;;;;
9;283;2020-11-05;995;Simon-Atkinson;2020-03-26;Nature;rise;;;;
9;295;2022-06-17;2557;Simon-Atkinson;2020-12-13;Rife;rid;;;;
9;310;2021-09-27;1278;Simon-Atkinson;2020-10-03;Serve;provide;;;;
9;559;2021-03-24;2599;Simon-Atkinson;2020-01-16;Where;interview;;;;
9;576;2020-05-20;2381;Simon-Atkinson;2020-05-20;Article;surface;;;;
9;624;2022-12-14;2574;Simon-Atkinson;2020-02-26;Why;professor;;;;
9;651;2024-04-12;2380;Simon-Atkinson;2020-09-23;Relate;offer;;;;
9;781;2020-08-12;1929;Simon-Atkinson;2020-08-12;Wife;sure;;;;
9;785;2025-03-26;4748;Simon-Atkinson;2020-05-28;Entire;close;;;;
9;896;2020-01-15;566;Simon-Atkinson;2020-01-15;Inhibit;innocuous;;;;
9;911;2022-11-01;667;Simon-Atkinson;2020-11-13;Anything;plant;;;;
9;980;2020-10-31;3141;Simon-Atkinson;2020-04-22;Meeting;who;;;;
10;116;2022-01-13;3059;Johnson;2020-01-31;Tell;treating;;;;
10;123;2023-06-27;4288;Johnson;2021-05-28;Moment;across;;;;
10;137;2022-01-10;1742;Johnson;2020-06-23;Within;seat;;;;
10;232;2026-02-09;774;Johnson;2020-09-03;Bid;entrust;;;;
10;275;2025-12-11;382;Johnson;2020-04-19;June;mar;;;;
10;301;2023-11-15;4471;Johnson;2020-11-30;Image;TV;;;;
10;316;2024-03-20;3358;Johnson;2020-06-19;Apt;arctic;;;;
10;398;2022-12-18;4826;Johnson;2020-01-06;Authority;treatment;;;;
10;440;2022-07-14;432;Johnson;2020-01-16;Short;physical;;;;
10;495;2020-06-19;4206;Johnson;2020-05-06;Spring;standard;;;;
10;567;2021-04-14;3873;Johnson;2021-04-14;Persuation;rebel;;;;
10;578;2023-07-27;3622;Johnson;2020-03-10;Stomp;techno;;;;
10;591;2025-07-29;3346;Johnson;2022-02-23;Are;imagine;;;;
10;663;2024-02-05;356;Johnson;2021-02-16;Skin;Mrs;;;;
10;701;2021-05-27;3991;Johnson;2020-11-15;Minute;hour;;;;
10;771;2020-12-04;1401;Johnson;2020-01-18;Should;wrong;;;;
10;852;2022-10-18;2932;Johnson;2020-12-06;Accent;loser;;;;
10;858;2023-11-02;3878;Johnson;2020-02-09;Good;all;;;;
10;993;2025-11-30;4504;Johnson;2020-11-01;Sinner;syren;;;;
11;98;2023-03-11;483;Conley Ltd;2020-04-20;Recent;kind;;;;
11;210;2023-06-03;4055;Conley Ltd;2022-01-08;Stage;they;;;;
11;228;2024-08-28;145;Conley Ltd;2020-01-24;Allot;archive;;;;
11;267;2025-05-27;2749;Conley Ltd;2020-11-19;Find;marquee;;;;
11;298;2025-06-05;159;Conley Ltd;2021-01-15;Flamenco;december;;;;
11;342;2023-08-21;4851;Conley Ltd;2020-09-09;Words;argon;;;;
11;371;2021-12-17;2408;Conley Ltd;2020-09-19;South;return;;;;
11;443;2020-05-30;1856;Conley Ltd;2020-05-01;How;such;;;;
11;486;2022-12-18;3644;Conley Ltd;2020-12-28;Try;sell;;;;
11;541;2026-01-31;4008;Conley Ltd;2020-01-19;Put;foot;;;;
11;636;2024-05-24;631;Conley Ltd;2020-04-17;Business;tell;;;;
11;834;2023-08-27;3039;Conley Ltd;2020-06-07;Positive;age;;;;
11;930;2020-02-01;1169;Conley Ltd;2020-02-01;Toil;scheme;;;;
11;951;2023-01-13;3054;Conley Ltd;2020-04-11;Door;speak;;;;
11;960;2022-11-10;604;Conley Ltd;2021-01-02;Finally;personal;;;;
12;79;2025-03-22;2798;Brewer;2020-06-28;Worry;yard;;;;
12;86;2024-10-19;1192;Brewer;2020-10-04;Fell;psychiatrist;;;;
12;87;2020-02-02;3455;Brewer;2020-02-02;Responsibility;dream;;;;
12;121;2023-09-03;2530;Brewer;2021-01-16;Avoid;probably;;;;
12;302;2024-03-21;4336;Brewer;2020-04-15;Army;salutary;;;;
12;351;2021-06-05;4586;Brewer;2020-02-15;Identify;section;;;;
12;380;2025-09-30;1125;Brewer;2020-09-08;Note;write;;;;
12;496;2024-04-07;540;Brewer;2020-03-11;Lady;dancer;;;;
12;504;2022-09-23;2470;Brewer;2022-06-11;Baby;energy;;;;
12;560;2025-11-02;642;Brewer;2020-09-16;Catastrophe;asked;;;;
12;583;2024-08-07;4573;Brewer;2020-12-12;Data;popular;;;;
12;605;2023-01-06;520;Brewer;2020-03-30;Automation;automatic;;;;
12;724;2023-08-20;1214;Brewer;2020-02-21;Reader;bionic;;;;
12;927;2022-02-19;3903;Brewer;2020-03-02;English;imaginable;;;;
12;977;2024-07-16;3232;Brewer;2020-06-14;Local;look;;;;
13;42;2022-09-13;3928;Knight;2020-10-01;Light;free;;;;
13;62;2024-06-11;4983;Knight;2020-05-20;Show;wonder;;;;
13;86;2024-05-31;348;Knight;2020-10-04;Fell;psychiatrist;;;;
13;143;2022-08-13;2665;Knight;2020-12-12;Duck;duckling;;;;
13;173;2020-10-25;258;Knight;2020-03-14;Entrail;dart;;;;
13;218;2025-04-27;2646;Knight;2022-05-22;Heart;simply;;;;
13;272;2023-06-18;3003;Knight;2020-04-25;Glass;outside;;;;
13;278;2021-09-09;831;Knight;2020-03-01;Permian;perky;;;;
13;294;2020-01-30;2542;Knight;2020-01-01;Ring;rink;;;;
13;328;2020-03-03;1607;Knight;2020-03-03;Painting;laugh;;;;
13;362;2023-07-17;1343;Knight;2020-02-13;Memory;late;;;;
13;402;2023-05-13;300;Knight;2020-02-05;Throughout;end;;;;
13;470;2021-09-13;2763;Knight;2020-09-07;Red;against;;;;
13;477;2020-10-24;1361;Knight;2020-01-21;Citizen;over;;;;
13;509;2025-07-24;2987;Knight;2020-06-24;Leave;bone;;;;
13;560;2023-08-19;4901;Knight;2020-09-16;Catastrophe;asked;;;;
13;599;2021-01-09;2392;Knight;2020-11-20;Population;use;;;;
13;602;2020-02-12;1543;Knight;2020-02-12;Pop;club;;;;
13;645;2025-12-02;3193;Knight;2020-04-29;Floret;arsenic;;;;
13;712;2025-10-01;3793;Knight;2023-03-12;Nation;nip;;;;
13;778;2024-05-16;3165;Knight;2020-03-09;Friend;do;;;;
13;824;2024-04-07;1661;Knight;2020-12-07;Hit;less;;;;
13;905;2025-06-23;1980;Knight;2020-01-19;Future;build;;;;
13;977;2025-06-09;1030;Knight;2020-06-14;Local;look;;;;
14;44;2023-09-29;874;Smith-Adams;2020-09-26;Sound;far;;;;
14;155;2025-10-21;2870;Smith-Adams;2021-10-08;Man;religious;;;;
14;246;2020-05-02;1360;Smith-Adams;2020-05-02;Investment;marriage;;;;
14;250;2021-11-08;2717;Smith-Adams;2020-12-18;Marble;maple;;;;
14;262;2021-02-18;2601;Smith-Adams;2020-01-01;Kind;pick;;;;
14;276;2021-03-11;1311;Smith-Adams;2020-01-08;Chair;design;;;;
14;307;2021-05-19;1234;Smith-Adams;2020-11-02;Second;fill;;;;
14;318;2025-12-19;3294;Smith-Adams;2020-07-01;Ardour;argentine;;;;
14;373;2020-01-22;3054;Smith-Adams;2020-01-22;War;foot;;;;
14;408;2020-08-17;3687;Smith-Adams;2020-02-27;Color;really;;;;
14;420;2022-08-03;517;Smith-Adams;2021-08-25;With;you;;;;
14;437;2021-10-02;4774;Smith-Adams;2020-04-29;Behind;lady;;;;
14;444;2020-11-02;2080;Smith-Adams;2020-03-12;Development;despite;;;;
14;483;2022-01-22;2938;Smith-Adams;2021-07-10;Line;than;;;;
14;589;2023-03-23;344;Smith-Adams;2020-07-13;Necessary;far;;;;
14;622;2022-06-16;2930;Smith-Adams;2020-04-24;How;buy;;;;
14;685;2021-01-16;4358;Smith-Adams;2021-01-16;Manage;situation;;;;
14;736;2022-11-09;1037;Smith-Adams;2020-07-25;Among;official;;;;
14;743;2023-10-29;2663;Smith-Adams;2020-07-21;Section;partner;;;;
14;757;2022-06-09;3136;Smith-Adams;2021-08-15;Grey;vernacular;;;;
14;809;2020-04-29;2395;Smith-Adams;2020-04-29;Distinguish;essay;;;;
14;858;2020-02-09;1046;Smith-Adams;2020-02-09;Good;all;;;;
14;910;2023-04-16;3976;Smith-Adams;2021-07-05;Rise;according;;;;
14;933;2025-04-16;4995;Smith-Adams;2020-08-21;Party;success;;;;
14;937;2020-08-05;3869;Smith-Adams;2020-08-05;Builder;turbulent;;;;
14;988;2024-11-25;3448;Smith-Adams;2020-03-22;Eyelash;blink;;;;
14;992;2023-11-05;4323;Smith-Adams;2020-02-17;Prevent;mother;;;;
15;83;2023-08-08;1601;Cook-Brown;2020-09-21;Past;offer;;;;
15;96;2023-04-19;441;Cook-Brown;2020-02-15;Like;available;;;;
15;109;2021-09-18;1510;Cook-Brown;2020-07-10;Media;purpose;;;;
15;121;2023-11-03;4949;Cook-Brown;2021-01-16;Avoid;probably;;;;
15;157;2021-08-21;3586;Cook-Brown;2020-03-03;Receive;eccentric;;;;
15;177;2023-02-05;2498;Cook-Brown;2021-04-21;Second;actually;;;;
15;212;2022-01-02;3069;Cook-Brown;2020-03-04;Outline;outrun;;;;
15;350;2024-04-21;1005;Cook-Brown;2021-01-08;Represent;example;;;;
15;379;2021-11-13;287;Cook-Brown;2020-01-31;Learn;husband;;;;
15;393;2023-04-23;884;Cook-Brown;2022-01-18;Snail;slow;;;;
15;544;2022-05-13;2967;Cook-Brown;2020-09-24;He;two;;;;
15;631;2020-11-25;1253;Cook-Brown;2020-08-14;Landylady;dandy;;;;
15;635;2023-07-06;3450;Cook-Brown;2021-06-02;Wild;freeing;;;;
15;688;2025-12-27;408;Cook-Brown;2020-06-02;Skin;player;;;;
15;839;2022-12-18;3258;Cook-Brown;2021-08-21;General;growth;;;;
15;848;2021-12-17;3070;Cook-Brown;2020-04-28;Piece;particularly;;;;
16;75;2022-03-10;3261;Villarreal;2020-02-17;Surface;throughout;;;;
16;80;2020-03-29;4244;Villarreal;2020-03-29;Repetition;work;;;;
16;113;2025-02-09;1356;Villarreal;2020-12-30;Feel;simply;;;;
16;147;2020-01-24;3132;Villarreal;2020-01-24;Echo;chamber;;;;
16;218;2023-08-02;3977;Villarreal;2022-05-22;Heart;simply;;;;
16;249;2025-07-17;3460;Villarreal;2020-05-25;Member;skin;;;;
16;280;2020-08-28;1055;Villarreal;2020-01-23;Agree;participant;;;;
16;459;2021-10-22;2259;Villarreal;2020-02-01;Station;suggest;;;;
16;556;2023-08-17;1716;Villarreal;2020-03-08;Prisioners;airway;;;;
16;573;2024-01-10;3231;Villarreal;2020-10-28;Drug;father;;;;
16;585;2022-03-29;2546;Villarreal;2020-06-21;Opportunity;ok;;;;
16;636;2022-11-28;458;Villarreal;2020-04-17;Business;tell;;;;
16;647;2020-01-05;4629;Villarreal;2020-01-05;Maintain;coach;;;;
16;668;2020-12-07;4778;Villarreal;2020-08-17;League;marquis;;;;
16;669;2025-02-27;3185;Villarreal;2021-12-17;Messanger;memory;;;;
16;669;2022-01-12;1903;Villarreal;2021-12-17;Messanger;memory;;;;
16;725;2020-09-15;555;Villarreal;2020-05-22;Opera;brandy;;;;
16;726;2024-02-06;4907;Villarreal;2020-03-18;Beyond;almost;;;;
16;727;2022-08-19;3360;Villarreal;2020-08-01;Allow;peace;;;;
16;834;2020-06-07;4201;Villarreal;2020-06-07;Positive;age;;;;
16;837;2022-08-11;174;Villarreal;2021-01-13;Space;specificity;;;;
16;937;2022-10-04;204;Villarreal;2020-08-05;Builder;turbulent;;;;
16;982;2024-02-24;1095;Villarreal;2021-01-25;Operation;time;;;;
17;27;2025-01-17;794;Griffin;2021-05-12;Agree;open;;;;
17;42;2025-11-13;3100;Griffin;2020-10-01;Light;free;;;;
17;103;2024-08-31;3100;Griffin;2020-03-24;Some;here;;;;
17;114;2021-07-23;3524;Griffin;2020-06-18;Sport;throw;;;;
17;164;2020-08-20;1197;Griffin;2020-01-31;Evening;guy;;;;
17;165;2020-10-27;2872;Griffin;2020-09-22;Flat;inform;;;;
17;181;2023-06-13;549;Griffin;2020-11-22;Day;trust;;;;
17;185;2025-12-21;1819;Griffin;2020-10-06;Smile;player;;;;
17;189;2022-03-14;2214;Griffin;2020-11-11;Toward;station;;;;
17;197;2022-12-15;2773;Griffin;2021-10-10;Ripe;swerve;;;;
17;259;2022-12-28;1277;Griffin;2020-06-20;Picture;build;;;;
17;303;2025-12-24;1264;Griffin;2020-10-05;Protocol;seventh;;;;
17;303;2022-10-24;979;Griffin;2020-10-05;Protocol;seventh;;;;
17;324;2020-06-10;577;Griffin;2020-04-11;Daughter;radio;;;;
17;346;2023-09-13;2489;Griffin;2020-07-15;Yard;member;;;;
17;360;2024-02-04;4861;Griffin;2020-03-20;Question;walk;;;;
17;361;2020-11-29;487;Griffin;2020-04-13;Staff;radio;;;;
17;384;2020-04-21;1766;Griffin;2020-01-29;Heavy;win;;;;
17;431;2020-04-07;4335;Griffin;2020-04-03;Appear;agency;;;;
17;513;2025-07-01;297;Griffin;2020-05-27;Honey;bone;;;;
17;514;2022-04-03;1766;Griffin;2020-08-22;Woman;satisfaction;;;;
17;534;2020-06-16;2029;Griffin;2020-06-16;Mother;citizen;;;;
17;643;2025-03-08;1577;Griffin;2020-05-31;Term;example;;;;
